apprenant_id,profil_candidat,age,formation,mode_formation,duree_formation_jours,score_test_initial,taux_presence,score_tp,score_theorique,date_inscription,mois_inscription,annee_inscription
2843,Pris en charge par entreprise,21,SCADA,Continue,5,23.69,84.39,69.78,50.6,2023-10-04,10,2023
2844,Pris en charge par entreprise,48,SCADA,Continue,5,51.31,93.89,70.52,53.2,2024-10-24,10,2024
2845,Employé,40,SolidWorks,Continue,5,29.15,92.08,85.94,60.95,2023-01-19,1,2023
2846,Etudiant,27,TIA Portal,1 fois par semaine,5,65.52,63.61,90.39,67.39,2025-11-15,11,2025
2847,Employé,28,Maintenance industrielle,Continue,5,59.92,87.89,,58.69,2020-09-18,9,2020
2848,Etudiant,23,TIA Portal,Weekend,5,37.83,70.31,95.9,93.33,2022-12-13,12,2022
2849,Employé,23,SolidWorks,Continue,5,27.02,74.23,93.55,71.51,2020-11-11,11,2020
2850,Etudiant,28,TIA Portal,Continue,5,69.87,79.56,90.46,,2025-07-25,7,2025
2851,Employé,26,EPLAN,1 fois par semaine,5,60.46,91.63,58.3,69.94,2025-02-07,2,2025
2852,Etudiant,31,TIA Portal,Weekend,5,20.41,66.65,70.8,99.37,2025-09-23,9,2025
2853,Etudiant,32,TIA Portal,1 fois par semaine,5,57.67,64.34,50.3,85.62,2024-01-15,1,2024
2854,Pris en charge par entreprise,19,SCADA,Weekend,5,68.62,66.14,78.19,74.21,2020-08-15,8,2020
2855,Etudiant,21,TIA Portal,Weekend,5,55.45,68.73,88.18,69.07,2025-08-08,8,2025
2856,Employé,22,SolidWorks,Continue,5,45.48,56.66,74.98,62.92,2021-11-14,11,2021
2857,Etudiant,18,TIA Portal,Continue,5,55.04,97.05,97.91,91.67,2024-02-15,2,2024
2858,Etudiant,25,TIA Portal,1 fois par semaine,5,57.18,72.76,99.04,66.31,2021-10-06,10,2021
2859,Etudiant,25,TIA Portal,1 fois par semaine,5,58.4,67.08,74.98,30.5,2022-11-10,11,2022
2860,Etudiant,23,TIA Portal,1 fois par semaine,5,78.02,85.51,65.39,73.48,2021-02-25,2,2021
2861,Pris en charge par entreprise,29,Maintenance industrielle,Weekend,5,30.72,91.48,80.54,60.4,2021-04-17,4,2021
2862,Etudiant,22,TIA Portal,1 fois par semaine,5,57.39,90.13,82.82,96.07,2022-07-24,7,2022
2863,Pris en charge par entreprise,25,SCADA,Weekend,5,31.28,88.75,81.22,67.76,2025-09-15,9,2025
2864,Employé,36,SolidWorks,Weekend,5,32.6,62.02,66.76,70.51,2020-01-11,1,2020
2865,Etudiant,20,TIA Portal,Weekend,5,60.16,48.09,71.2,87.19,2020-06-29,6,2020
2866,Employé,35,SolidWorks,Weekend,5,74.96,80.08,66.39,88.36,2020-02-20,2,2020
2867,Employé,38,SolidWorks,Weekend,5,29.54,85.96,84.04,51.42,2022-09-28,9,2022
2868,Employé,36,Maintenance industrielle,Continue,5,77.75,98.26,66.39,59.45,2020-07-07,7,2020
2869,Etudiant,20,TIA Portal,Weekend,5,39.16,92.43,92.17,82.02,2025-04-16,4,2025
2870,Etudiant,32,TIA Portal,Weekend,5,43.48,93.01,72.87,71.83,2024-01-30,1,2024
2871,Pris en charge par entreprise,23,Maintenance industrielle,Continue,5,29.22,67.26,57.44,84.97,2024-04-17,4,2024
2872,Pris en charge par entreprise,33,SCADA,Continue,5,56.95,79.06,60.3,73.7,2021-09-06,9,2021
2873,Pris en charge par entreprise,25,Maintenance industrielle,Continue,5,55.79,97.97,70.32,76.08,2022-01-03,1,2022
2874,Etudiant,19,TIA Portal,1 fois par semaine,5,46.54,83.31,95.7,95.37,2020-05-24,5,2020
2875,Employé,37,Maintenance industrielle,1 fois par semaine,5,48.57,64.1,70.3,50.69,2024-09-13,9,2024
2876,Etudiant,28,SolidWorks,Weekend,5,57.38,89.27,69.19,77.28,2022-07-08,7,2022
2877,Etudiant,24,SolidWorks,Weekend,5,55.01,,75.1,79.31,2023-08-11,8,2023
2878,Etudiant,18,TIA Portal,Weekend,5,42.46,89.69,70.39,87.63,2022-10-13,10,2022
2879,Employé,34,SolidWorks,Weekend,5,73.05,95.19,58.22,83.77,2024-08-31,8,2024
2880,Etudiant,29,TIA Portal,Continue,5,60.06,77.01,76.87,89.85,2023-08-03,8,2023
2881,Etudiant,30,TIA Portal,1 fois par semaine,5,32.32,76.54,66.68,79.28,2023-01-16,1,2023
2882,Pris en charge par entreprise,27,Maintenance industrielle,Continue,5,39.19,72.17,81.73,60.21,2020-11-15,11,2020
2883,Etudiant,24,TIA Portal,1 fois par semaine,5,67.27,95.08,92.84,87.08,2024-03-07,3,2024
2884,Etudiant,31,TIA Portal,Continue,5,26.27,81.91,85.56,77.37,2021-05-04,5,2021
2885,Etudiant,24,TIA Portal,Weekend,5,65.01,83.17,81.89,85.91,2025-08-18,8,2025
2886,Pris en charge par entreprise,18,SCADA,1 fois par semaine,5,41.53,86.47,71.26,81.42,2020-08-03,8,2020
2887,Employé,34,SolidWorks,Weekend,5,53.1,72.01,69.52,59.1,2022-01-04,1,2022
2888,Etudiant,21,TIA Portal,1 fois par semaine,5,36.83,,,65.2,2022-07-03,7,2022
2889,Pris en charge par entreprise,38,Maintenance industrielle,1 fois par semaine,5,79.19,89.66,63.54,83.7,2025-10-13,10,2025
2890,Pris en charge par entreprise,22,Maintenance industrielle,Weekend,5,74.35,,85.74,,2020-07-07,7,2020
2891,Etudiant,21,TIA Portal,Weekend,5,75.71,61.37,98.57,82.58,2024-06-30,6,2024
2892,Employé,41,EPLAN,Weekend,5,31.09,61.71,91.26,81.8,2020-10-09,10,2020
2893,Employé,40,Maintenance industrielle,Continue,5,70.5,49.25,82.51,53.83,2025-03-20,3,2025
2894,Employé,42,EPLAN,1 fois par semaine,5,52.12,86.38,59.9,50.4,2023-03-02,3,2023
2895,Etudiant,24,TIA Portal,1 fois par semaine,5,62.47,75.45,90.06,77.06,2023-06-26,6,2023
2896,Pris en charge par entreprise,48,Maintenance industrielle,1 fois par semaine,5,33.05,99.99,85.4,65.25,2023-09-02,9,2023
2897,Employé,27,SolidWorks,Weekend,5,62.72,67.81,86.87,55.88,2020-12-19,12,2020
2898,Etudiant,18,TIA Portal,1 fois par semaine,5,74.86,60.32,71.07,76.93,2025-02-13,2,2025
2899,Etudiant,30,TIA Portal,1 fois par semaine,5,36.05,67.61,79.3,,2020-02-02,2,2020
2900,Etudiant,31,TIA Portal,Weekend,5,34.0,95.47,91.73,68.39,2024-02-20,2,2024
2901,Etudiant,24,TIA Portal,Weekend,5,26.26,65.81,77.29,94.3,2022-04-01,4,2022
2902,Employé,18,Maintenance industrielle,1 fois par semaine,5,36.01,79.16,53.01,92.41,2023-04-09,4,2023
2903,Etudiant,24,TIA Portal,Continue,5,52.15,76.77,99.52,68.1,2023-05-29,5,2023
2904,Etudiant,27,TIA Portal,Weekend,5,69.96,86.63,75.19,78.03,2022-09-20,9,2022
2905,Employé,41,SolidWorks,Continue,5,36.73,62.18,84.94,76.82,2025-03-15,3,2025
2906,Etudiant,28,TIA Portal,Continue,5,57.27,86.35,87.55,35.78,2024-02-17,2,2024
2907,Pris en charge par entreprise,26,SCADA,Continue,5,48.78,74.19,55.31,54.25,2025-07-13,7,2025
2908,Etudiant,29,TIA Portal,Continue,5,37.31,97.04,89.7,85.21,2022-03-11,3,2022
2909,Etudiant,20,TIA Portal,Weekend,5,50.62,93.96,96.14,89.51,2022-10-01,10,2022
2910,Etudiant,32,TIA Portal,1 fois par semaine,5,30.08,75.98,72.06,80.04,2021-09-08,9,2021
2911,Etudiant,21,TIA Portal,1 fois par semaine,5,58.37,99.72,82.29,66.93,2020-01-27,1,2020
2912,Etudiant,21,TIA Portal,Weekend,5,26.94,62.08,98.41,69.5,2024-08-06,8,2024
2913,Employé,45,EPLAN,Weekend,5,63.86,91.55,81.39,72.78,2020-04-07,4,2020
2914,Pris en charge par entreprise,42,SCADA,Continue,5,30.66,77.35,51.15,91.61,2022-08-12,8,2022
2915,Etudiant,30,TIA Portal,Continue,5,79.89,77.33,33.39,40.95,2023-11-19,11,2023
2916,Employé,40,EPLAN,Weekend,5,69.42,66.81,60.3,54.84,2020-02-09,2,2020
2917,Employé,36,EPLAN,1 fois par semaine,5,40.63,80.6,66.35,61.49,2023-10-04,10,2023
2918,Pris en charge par entreprise,27,Maintenance industrielle,Continue,5,45.57,63.39,48.63,93.49,2020-01-06,1,2020
2919,Etudiant,22,TIA Portal,Weekend,5,35.55,84.66,85.12,96.15,2024-03-21,3,2024
2920,Etudiant,24,TIA Portal,Weekend,5,66.03,69.66,87.78,81.63,2023-06-13,6,2023
2921,Etudiant,25,TIA Portal,Weekend,5,42.84,88.99,48.6,81.5,2021-03-01,3,2021
2922,Employé,33,EPLAN,Continue,5,65.31,84.29,89.09,63.12,2022-04-20,4,2022
2923,Pris en charge par entreprise,18,Maintenance industrielle,Weekend,5,21.1,89.86,55.8,88.49,2025-12-10,12,2025
2924,Etudiant,29,TIA Portal,1 fois par semaine,5,28.14,89.99,85.56,,2022-09-02,9,2022
2925,Etudiant,19,TIA Portal,Weekend,5,41.9,67.87,97.82,66.88,2024-09-15,9,2024
2926,Pris en charge par entreprise,24,SCADA,Continue,5,26.53,,72.54,66.87,2025-07-08,7,2025
2927,Pris en charge par entreprise,28,Maintenance industrielle,1 fois par semaine,5,56.07,74.63,78.16,85.71,2020-09-02,9,2020
2928,Pris en charge par entreprise,48,SCADA,1 fois par semaine,5,23.05,96.76,62.63,75.06,2021-08-06,8,2021
2929,Employé,46,Maintenance industrielle,Weekend,5,71.59,83.12,47.67,56.05,2023-02-20,2,2023
2930,Etudiant,31,TIA Portal,Weekend,5,65.68,89.1,93.49,86.21,2021-01-16,1,2021
2931,Employé,30,SolidWorks,1 fois par semaine,5,32.98,95.18,92.73,65.28,2020-06-28,6,2020
2932,Employé,48,EPLAN,Weekend,5,49.03,96.24,54.87,72.79,2022-08-06,8,2022
2933,Etudiant,19,TIA Portal,Continue,5,47.11,81.16,68.0,98.93,2025-10-29,10,2025
2934,Employé,24,SolidWorks,1 fois par semaine,5,63.49,81.64,51.74,83.91,2024-08-18,8,2024
2935,Employé,32,EPLAN,Weekend,5,44.09,94.04,73.63,66.59,2024-03-05,3,2024
2936,Etudiant,26,TIA Portal,1 fois par semaine,5,21.98,92.3,67.3,86.78,2025-02-20,2,2025
2937,Employé,28,Maintenance industrielle,Weekend,5,36.42,87.95,45.22,62.64,2020-12-13,12,2020
2938,Employé,19,SolidWorks,Weekend,5,47.97,84.18,90.96,63.68,2021-01-26,1,2021
2939,Pris en charge par entreprise,24,SCADA,Continue,5,78.47,84.69,70.24,74.47,2025-09-01,9,2025
2940,Etudiant,21,TIA Portal,Weekend,5,72.87,74.52,68.51,97.63,2021-06-30,6,2021
2941,Etudiant,28,TIA Portal,Weekend,5,30.88,93.64,,67.83,2024-06-03,6,2024
2942,Employé,46,SolidWorks,Weekend,5,63.4,84.71,67.43,77.01,2020-11-02,11,2020
2943,Etudiant,19,TIA Portal,continu,5,76.21,68.94,82.98,89.31,2020-09-12,9,2020
2944,Employé,46,EPLAN,Weekend,5,20.53,69.59,52.5,62.8,2024-11-16,11,2024
2945,Employé,33,Maintenance industrielle,Weekend,5,63.26,94.46,86.87,53.6,2021-06-19,6,2021
2946,Etudiant,24,TIA Portal,Weekend,5,47.56,85.03,94.94,68.22,2022-08-27,8,2022
2947,Employé,30,SolidWorks,1 fois par semaine,5,60.81,75.95,87.55,66.24,2023-04-09,4,2023
2948,Employé,22,SolidWorks,Continue,5,56.34,67.48,77.55,56.88,2022-12-05,12,2022
2949,Etudiant,18,TIA Portal,1 fois par semaine,5,79.08,84.41,67.32,54.5,2023-07-14,7,2023
2950,Pris en charge par entreprise,38,SCADA,,5,37.33,67.37,55.75,64.06,2024-05-28,5,2024
2951,Pris en charge par entreprise,29,Maintenance industrielle,Continue,5,67.17,78.81,73.15,76.49,2023-08-29,8,2023
2952,Employé,45,EPLAN,1 fois par semaine,5,34.08,87.1,85.54,79.53,2023-07-26,7,2023
2953,Employé,36,EPLAN,Continue,5,46.14,82.62,77.39,68.53,2025-01-28,1,2025
2954,Etudiant,24,SolidWorks,1/sem,5,78.52,96.88,71.32,37.11,2023-01-18,1,2023
2955,Pris en charge par entreprise,23,SCADA,1 fois par semaine,5,65.97,61.59,87.9,60.35,2022-08-14,8,2022
2956,Employé,25,EPLAN,Weekend,5,38.95,71.19,50.26,79.31,2020-11-01,11,2020
2957,Employé,30,EPLAN,Continue,5,57.16,62.28,59.11,90.06,2022-04-10,4,2022
2958,Pris en charge par entreprise,22,Maintenance industrielle,1 fois par semaine,5,22.98,67.78,88.66,53.45,2021-07-11,7,2021
2959,Etudiant,19,TIA Portal,Continue,5,35.98,64.96,68.72,82.33,2021-03-22,3,2021
2960,Pris en charge par entreprise,26,Maintenance industrielle,1 fois par semaine,5,63.1,89.31,77.42,62.37,2021-09-28,9,2021
2961,Etudiant,31,TIA Portal,Weekend,5,54.21,74.78,90.09,85.82,2021-03-08,3,2021
2962,Etudiant,28,TIA Portal,Continue,5,48.18,97.0,76.37,65.89,2021-11-04,11,2021
2963,Etudiant,25,TIA Portal,Weekend,5,61.45,60.94,91.26,72.52,2025-01-15,1,2025
2964,Pris en charge par entreprise,23,SCADA,Weekend,5,43.91,86.12,87.55,68.91,2025-03-23,3,2025
2965,Pris en charge par entreprise,46,Maintenance industrielle,1 fois par semaine,5,21.57,98.82,75.97,89.28,2023-07-10,7,2023
2966,Employé,43,EPLAN,Continue,5,46.46,67.03,88.86,66.72,2024-07-23,7,2024
2967,Employé,24,EPLAN,Continue,5,74.13,77.7,59.4,84.88,2021-05-09,5,2021
2968,Employé,42,SolidWorks,Continue,5,71.4,88.08,69.49,58.64,2024-01-07,1,2024
2969,Pris en charge par entreprise,24,SCADA,Continue,5,44.54,85.33,90.7,58.91,2022-04-30,4,2022
2970,Etudiant,20,SolidWorks,Continue,5,21.33,82.64,51.16,50.91,2025-01-25,1,2025
2971,Etudiant,23,TIA Portal,1 fois par semaine,5,58.18,73.07,86.78,88.16,2023-06-16,6,2023
2972,Etudiant,28,TIA Portal,Continue,5,64.47,89.13,75.89,76.2,2025-03-12,3,2025
2973,Employé,46,Maintenance industrielle,Weekend,5,37.65,86.13,65.28,80.61,2022-12-21,12,2022
2974,Employé,28,EPLAN,Weekend,5,48.6,66.51,52.62,91.81,2021-05-06,5,2021
2975,Etudiant,24,TIA Portal,Continue,5,79.51,98.56,,99.99,2021-01-05,1,2021
2976,Etudiant,19,TIA Portal,1 fois par semaine,5,54.58,82.23,71.0,92.0,2021-10-07,10,2021
2977,Pris en charge par entreprise,36,Maintenance industrielle,1 fois par semaine,5,41.06,,60.05,53.64,2023-05-31,5,2023
2978,Etudiant,21,TIA Portal,Continue,5,57.65,93.93,95.62,95.06,2020-06-14,6,2020
2979,Employé,43,EPLAN,Weekend,5,30.8,85.62,68.16,81.61,2022-05-30,5,2022
2980,Pris en charge par entreprise,23,SCADA,Continue,5,31.96,62.98,75.07,88.38,2023-09-04,9,2023
2981,Etudiant,18,TIA Portal,Continue,5,75.5,80.26,76.03,83.33,2021-08-30,8,2021
2982,Etudiant,26,TIA Portal,Continue,5,34.35,91.22,81.99,77.39,2021-01-08,1,2021
2983,Employé,22,EPLAN,1 fois par semaine,5,38.65,88.0,90.12,,2022-10-13,10,2022
2984,Pris en charge par entreprise,46,Maintenance industrielle,1 fois par semaine,5,52.63,98.83,56.73,75.96,2023-12-28,12,2023
2985,Employé,45,SolidWorks,Weekend,5,73.98,61.0,79.59,58.76,2024-06-11,6,2024
2986,Pris en charge par entreprise,47,SCADA,Weekend,5,66.89,70.45,67.58,92.6,2025-10-04,10,2025
2987,Etudiant,24,TIA Portal,Continue,5,22.63,81.97,73.63,88.39,2020-07-19,7,2020
2988,Employé,26,SolidWorks,Weekend,5,61.58,84.78,83.31,70.17,2023-05-09,5,2023
2989,Employé,42,EPLAN,Continue,5,50.24,70.97,92.19,43.56,2022-12-01,12,2022
2990,Pris en charge par entreprise,18,Maintenance industrielle,Weekend,5,48.53,93.07,40.21,75.62,2021-12-13,12,2021
2991,Etudiant,32,TIA Portal,Continue,5,61.49,66.57,89.24,85.73,2020-05-07,5,2020
2992,Pris en charge par entreprise,18,Maintenance industrielle,1 fois par semaine,5,31.77,60.03,89.54,66.06,2024-07-14,7,2024
2993,Employé,36,SolidWorks,Continue,5,78.89,98.1,63.49,59.62,2025-01-26,1,2025
2994,Etudiant,23,TIA Portal,1 fois par semaine,5,58.72,75.66,66.32,66.51,2022-10-20,10,2022
2995,Etudiant,19,TIA Portal,1 fois par semaine,5,41.94,56.87,95.45,88.74,2021-01-22,1,2021
2996,Pris en charge par entreprise,27,Maintenance industrielle,Weekend,5,56.01,71.12,49.41,77.66,2025-03-07,3,2025
2997,Etudiant,29,TIA Portal,Weekend,5,32.99,62.54,94.72,81.81,2021-02-21,2,2021
2998,Etudiant,28,TIA Portal,1 fois par semaine,5,58.03,90.9,95.46,54.61,2021-07-26,7,2021
2999,Etudiant,18,TIA Portal,Continue,5,21.69,93.43,97.43,37.05,2021-05-12,5,2021
3000,Pris en charge par entreprise,18,Maintenance industrielle,Continue,5,40.47,79.68,61.57,75.38,2020-02-18,2,2020
3001,Employé,30,EPLAN,Weekend,5,64.85,62.95,73.99,,2020-09-09,9,2020
3002,Employé,22,Maintenance industrielle,Continue,5,68.48,86.17,76.61,64.17,2022-06-29,6,2022
3003,Etudiant,21,TIA Portal,Continue,5,35.18,67.29,66.83,98.2,2021-06-19,6,2021
3004,Employé,18,SolidWorks,Continue,5,52.36,93.98,78.87,89.46,2022-03-22,3,2022
3005,Employé,37,SolidWorks,1 fois par semaine,5,51.71,70.96,80.42,66.06,2024-06-28,6,2024
3006,Pris en charge par entreprise,20,Maintenance industrielle,1 fois par semaine,5,45.29,93.91,73.07,80.41,2024-03-04,3,2024
3007,Pris en charge par entreprise,35,SCADA,Continue,5,33.71,77.08,93.21,61.42,2020-12-10,12,2020
3008,Etudiant,26,TIA Portal,Weekend,5,62.19,83.86,95.62,97.34,2022-11-26,11,2022
3009,Employé,31,EPLAN,Continue,5,35.14,91.58,80.17,91.91,2020-11-03,11,2020
3010,Etudiant,32,TIA Portal,Weekend,5,74.66,61.62,78.93,98.36,2020-03-30,3,2020
3011,Employé,44,SolidWorks,1 fois par semaine,5,51.71,92.85,81.63,51.89,2020-09-21,9,2020
3012,Etudiant,18,TIA Portal,,5,72.23,65.55,96.74,81.96,2022-03-20,3,2022
3013,Etudiant,24,TIA Portal,Continue,5,37.44,74.34,81.11,84.83,2024-12-21,12,2024
3014,Etudiant,31,TIA Portal,Weekend,5,68.42,78.91,70.23,81.42,2021-06-11,6,2021
3015,Employé,46,SolidWorks,Weekend,5,26.82,95.82,87.4,50.7,2021-01-11,1,2021
3016,Etudiant,21,TIA Portal,Continue,5,66.01,60.9,74.55,65.09,2023-09-20,9,2023
3017,Employé,22,EPLAN,Continue,5,43.22,82.37,68.71,82.77,2021-05-16,5,2021
3018,Etudiant,27,TIA Portal,Weekend,5,48.2,85.7,92.96,98.08,2020-06-23,6,2020
3019,Etudiant,22,TIA Portal,1 fois par semaine,5,30.01,72.66,86.3,73.91,2025-03-03,3,2025
3020,Employé,34,Maintenance industrielle,Weekend,5,21.12,71.62,91.59,84.89,2020-07-26,7,2020
3021,Etudiant,23,TIA Portal,Continue,5,59.97,79.62,85.1,89.35,2021-11-19,11,2021
3022,Etudiant,30,TIA Portal,1 fois par semaine,5,55.26,67.48,,89.93,2024-11-09,11,2024
3023,Employé,42,EPLAN,1 fois par semaine,5,57.35,78.72,66.58,82.09,2024-06-05,6,2024
3024,Etudiant,19,TIA Portal,1 fois par semaine,5,35.3,90.6,66.41,78.52,2025-07-25,7,2025
3025,Etudiant,24,TIA Portal,,5,34.36,93.82,54.86,70.84,2020-04-30,4,2020
3026,Etudiant,23,TIA Portal,Continue,5,69.82,75.41,65.81,69.67,2024-04-16,4,2024
3027,Pris en charge par entreprise,22,SCADA,1 fois par semaine,5,65.68,41.51,79.46,86.1,2024-10-13,10,2024
3028,Employé,21,EPLAN,Weekend,5,40.21,60.0,94.47,65.59,2021-12-08,12,2021
3029,Employé,21,EPLAN,Weekend,5,58.27,82.01,76.97,92.17,2023-12-20,12,2023
3030,Employé,23,EPLAN,Weekend,5,69.69,99.01,57.52,33.88,2022-05-29,5,2022
3031,Etudiant,21,TIA Portal,Continue,5,73.33,72.49,91.42,49.36,2022-02-05,2,2022
3032,Etudiant,22,TIA Portal,1 fois par semaine,5,20.35,83.79,95.14,93.46,2023-01-31,1,2023
3033,Employé,30,Maintenance industrielle,,5,68.81,90.49,51.5,54.1,2023-02-20,2,2023
3034,Etudiant,23,TIA Portal,Weekend,5,41.02,84.36,66.72,76.72,2024-12-31,12,2024
3035,Etudiant,22,TIA Portal,Weekend,5,63.1,76.74,82.83,83.63,2021-08-31,8,2021
3036,Etudiant,24,TIA Portal,1 fois par semaine,5,42.28,66.1,74.37,96.91,2020-05-21,5,2020
3037,Etudiant,26,TIA Portal,Weekend,5,56.37,78.55,77.89,66.59,2022-10-03,10,2022
3038,Pris en charge par entreprise,43,SCADA,1 fois par semaine,5,58.81,71.79,63.51,73.9,2023-04-23,4,2023
3039,Etudiant,24,TIA Portal,1 fois par semaine,5,44.3,87.84,79.29,74.58,2025-08-05,8,2025
3040,Employé,24,SolidWorks,1 fois par semaine,5,50.77,52.02,55.91,86.86,2024-08-14,8,2024
3041,Etudiant,21,TIA Portal,Continue,5,63.58,94.0,99.87,76.53,2025-05-16,5,2025
3042,Pris en charge par entreprise,18,SCADA,Continue,5,48.58,67.73,67.17,77.81,2020-09-06,9,2020
3043,Etudiant,31,TIA Portal,1 fois par semaine,5,20.84,76.71,90.15,78.72,2020-12-25,12,2020
3044,Etudiant,25,TIA Portal,1 fois par semaine,5,20.77,82.3,96.67,84.6,2023-02-19,2,2023
3045,Employé,21,EPLAN,Continue,5,59.68,65.04,70.27,79.1,2024-04-17,4,2024
3046,Employé,34,EPLAN,Continue,5,70.83,83.52,92.88,85.75,2021-07-16,7,2021
3047,Etudiant,22,TIA Portal,1 fois par semaine,5,67.12,71.64,42.04,41.82,2024-09-13,9,2024
3048,Etudiant,31,TIA Portal,Continue,5,38.62,69.18,81.47,30.01,2022-03-27,3,2022
3049,Etudiant,31,TIA Portal,Weekend,5,48.27,65.68,89.51,93.92,2025-11-23,11,2025
3050,Etudiant,25,TIA Portal,1 fois par semaine,5,34.05,74.0,,99.63,2022-10-17,10,2022
3051,Etudiant,21,TIA Portal,1 fois par semaine,5,79.35,97.16,74.54,95.62,2020-03-20,3,2020
3052,Etudiant,30,SolidWorks,Continue,5,35.63,61.24,84.5,66.3,2024-04-15,4,2024
3053,Etudiant,29,TIA Portal,,5,44.98,94.09,90.69,68.64,2024-01-10,1,2024
3054,Etudiant,25,TIA Portal,Continue,5,60.87,75.89,92.63,83.63,2025-05-18,5,2025
3055,Employé,41,EPLAN,Weekend,5,72.56,82.46,63.15,79.51,2025-06-08,6,2025
3056,Pris en charge par entreprise,20,SCADA,Weekend,5,23.09,80.51,78.87,59.43,2023-11-10,11,2023
3057,Employé,42,SolidWorks,1 fois par semaine,5,38.06,97.03,51.37,69.51,2025-08-19,8,2025
3058,Etudiant,20,TIA Portal,Weekend,5,54.14,90.81,84.93,95.68,2023-08-10,8,2023
3059,Etudiant,18,TIA Portal,1 fois par semaine,5,57.1,99.39,97.49,83.51,2024-05-09,5,2024
3060,Pris en charge par entreprise,19,SCADA,,5,24.2,91.78,83.92,69.77,2023-01-12,1,2023
3061,Etudiant,32,TIA Portal,,5,59.84,71.84,91.11,72.17,2022-01-06,1,2022
3062,Etudiant,23,TIA Portal,Weekend,5,51.68,98.52,77.99,87.2,2020-04-16,4,2020
3063,Employé,45,SolidWorks,Continue,5,69.66,,50.82,82.51,2023-07-30,7,2023
3064,Employé,27,SolidWorks,Weekend,5,33.33,64.92,87.6,67.96,2022-06-16,6,2022
3065,Employé,35,EPLAN,Continue,5,31.7,96.04,70.16,88.31,2020-04-30,4,2020
3066,Etudiant,23,TIA Portal,Weekend,5,67.6,86.57,92.15,75.09,2023-02-24,2,2023
3067,Etudiant,31,TIA Portal,Weekend,5,62.23,96.88,76.34,88.76,2020-08-27,8,2020
3068,Pris en charge par entreprise,34,SCADA,1 fois par semaine,5,67.5,96.63,75.34,45.28,2025-04-16,4,2025
3069,Etudiant,28,TIA Portal,Weekend,5,66.92,95.65,75.85,96.5,2025-12-08,12,2025
3070,Employé,30,EPLAN,Weekend,5,26.24,95.41,80.97,94.37,2024-01-04,1,2024
3071,Employé,18,EPLAN,Weekend,5,36.71,64.71,84.52,92.39,2022-08-11,8,2022
3072,Employé,22,SolidWorks,Continue,5,35.61,65.74,59.73,49.65,2021-10-15,10,2021
3073,Etudiant,27,TIA Portal,1 fois par semaine,5,76.08,64.71,65.71,88.48,2021-02-14,2,2021
3074,Etudiant,30,TIA Portal,1 fois par semaine,5,49.25,63.64,81.42,77.14,2022-10-12,10,2022
3075,Employé,44,SolidWorks,Weekend,5,26.66,74.13,51.42,35.88,2022-09-14,9,2022
3076,Pris en charge par entreprise,42,Maintenance industrielle,Weekend,5,37.37,87.36,51.0,77.43,2022-12-27,12,2022
3077,Pris en charge par entreprise,49,SCADA,Continue,5,72.31,74.19,66.55,68.7,2025-12-25,12,2025
3078,Etudiant,31,TIA Portal,Weekend,5,70.82,88.81,94.12,75.84,2020-08-17,8,2020
3079,Etudiant,25,TIA Portal,1 fois par semaine,5,74.02,92.81,36.4,71.29,2022-06-17,6,2022
3080,Pris en charge par entreprise,20,SCADA,1 fois par semaine,5,43.31,86.65,79.82,80.24,2024-05-09,5,2024
3081,Employé,32,EPLAN,Continue,5,58.48,78.6,61.35,49.55,2023-12-24,12,2023
3082,Pris en charge par entreprise,36,Maintenance industrielle,Continue,5,36.69,71.82,87.57,84.28,2021-12-12,12,2021
3083,Etudiant,32,TIA Portal,1 fois par semaine,5,30.85,64.98,76.52,83.69,2021-12-22,12,2021
3084,Employé,34,SolidWorks,Continue,5,21.31,79.75,52.78,59.39,2022-08-26,8,2022
3085,Employé,47,EPLAN,Weekend,5,33.41,88.78,71.86,53.87,2023-07-26,7,2023
3086,Employé,20,EPLAN,Weekend,5,56.26,81.93,87.95,82.31,2024-01-09,1,2024
3087,Etudiant,32,TIA Portal,Continue,5,74.25,88.86,98.03,89.27,2020-04-25,4,2020
3088,Etudiant,31,TIA Portal,1 fois par semaine,5,28.01,73.41,97.91,84.41,2023-12-11,12,2023
3089,Employé,29,SolidWorks,Continue,5,75.08,62.67,77.01,93.96,2021-08-05,8,2021
3090,Etudiant,29,TIA Portal,1 fois par semaine,5,40.72,90.84,40.05,66.08,2022-02-10,2,2022
3091,Etudiant,29,SolidWorks,Continue,5,45.61,68.79,82.57,90.75,2025-07-09,7,2025
3092,Pris en charge par entreprise,46,SCADA,continu,5,41.9,84.65,85.8,76.27,2023-06-19,6,2023
3093,Etudiant,28,TIA Portal,Continue,5,44.52,92.17,88.5,99.66,2021-12-20,12,2021
3094,Pris en charge par entreprise,34,Maintenance industrielle,Weekend,5,35.55,65.56,54.08,80.03,2025-07-01,7,2025
3095,Etudiant,25,TIA Portal,Weekend,5,61.92,83.94,74.92,87.4,2020-06-04,6,2020
3096,Employé,34,EPLAN,1 fois par semaine,5,65.49,87.57,77.34,34.35,2021-01-04,1,2021
3097,Pris en charge par entreprise,38,SCADA,Continue,5,69.39,89.86,46.48,77.97,2020-08-18,8,2020
3098,Etudiant,26,TIA Portal,Weekend,5,40.48,,69.49,74.28,2022-08-10,8,2022
3099,Etudiant,24,TIA Portal,Continue,5,65.88,93.0,94.23,76.45,2022-06-15,6,2022
